wastage_id,outlet_id,wastage_date,waste_type,quantity_kg,estimated_cost,reason
13140,2,2022-05-31,returned_order,0.63,92.28,routine
13141,1,2022-06-01,prep_waste,0.38,43.11,routine
13142,1,2022-06-01,unsold_cooked,0.18,20.85,routine
13143,1,2022-06-01,spoilage,0.05,6.44,routine
13144,1,2022-06-01,returned_order,0.02,2.99,routine
13145,2,2022-06-01,prep_waste,0.43,47.79,routine
13146,2,2022-06-01,unsold_cooked,0.14,19.62,routine
13147,2,2022-06-01,spoilage,0.07,10.99,routine
13148,2,2022-06-01,returned_order,0.02,3.07,routine
13149,1,2022-06-02,prep_waste,0.33,41.37,routine
13150,1,2022-06-02,unsold_cooked,0.13,17.59,routine
13151,1,2022-06-02,spoilage,0.08,10.44,routine
13152,1,2022-06-02,returned_order,0.02,2.69,routine
13153,2,2022-06-02,prep_waste,0.36,43.74,routine
13154,2,2022-06-02,unsold_cooked,0.21,23.35,routine
13155,2,2022-06-02,spoilage,0.04,4.95,routine
13156,2,2022-06-02,returned_order,0.02,2.12,routine
13157,1,2022-06-03,prep_waste,0.26,35.94,routine
13158,1,2022-06-03,unsold_cooked,0.16,21.74,routine
13159,1,2022-06-03,spoilage,0.03,3.76,routine
13160,1,2022-06-03,returned_order,0.02,2.35,routine
13161,2,2022-06-03,prep_waste,0.41,50.44,routine
13162,2,2022-06-03,unsold_cooked,0.23,31.73,routine
13163,2,2022-06-03,spoilage,0.04,5.25,routine
13164,2,2022-06-03,returned_order,0.02,2.1,routine
13165,1,2022-06-04,prep_waste,0.3,35.42,routine
13166,1,2022-06-04,unsold_cooked,0.25,27.8,routine
13167,1,2022-06-04,spoilage,0.03,5.39,routine
13168,1,2022-06-04,returned_order,0.86,91.6,routine
13169,2,2022-06-04,prep_waste,0.45,61.69,routine
13170,2,2022-06-04,unsold_cooked,0.21,30.91,routine
13171,2,2022-06-04,spoilage,0.05,6.79,routine
13172,2,2022-06-04,returned_order,0.74,107.8,routine
13173,1,2022-06-05,prep_waste,0.27,30.01,routine
13174,1,2022-06-05,unsold_cooked,0.16,23.03,routine
13175,1,2022-06-05,spoilage,0.03,4.7,routine
13176,1,2022-06-05,returned_order,0.02,2.77,routine
13177,2,2022-06-05,prep_waste,0.27,37.05,routine
13178,2,2022-06-05,unsold_cooked,0.19,28.1,routine
13179,2,2022-06-05,spoilage,0.06,7.55,routine
13180,2,2022-06-05,returned_order,0.02,2.22,routine
13181,1,2022-06-06,prep_waste,0.29,32.78,routine
13182,1,2022-06-06,unsold_cooked,0.18,21.19,routine
13183,1,2022-06-06,spoilage,0.04,5.01,routine
13184,1,2022-06-06,returned_order,0.02,2.26,routine
13185,2,2022-06-06,prep_waste,0.23,34.52,routine
13186,2,2022-06-06,unsold_cooked,0.22,34.58,routine
13187,2,2022-06-06,spoilage,0.04,6.31,routine
13188,2,2022-06-06,returned_order,0.02,2.24,routine
13189,1,2022-06-07,prep_waste,0.3,32.1,routine
13190,1,2022-06-07,unsold_cooked,0.2,23.57,routine
13191,1,2022-06-07,spoilage,0.07,7.75,routine
13192,1,2022-06-07,returned_order,0.83,104.76,routine
13193,2,2022-06-07,prep_waste,0.25,36.53,routine
13194,2,2022-06-07,unsold_cooked,0.21,31.29,routine
13195,2,2022-06-07,spoilage,0.08,8.47,routine
13196,2,2022-06-07,returned_order,0.02,2.53,routine
13197,1,2022-06-08,prep_waste,0.37,43.06,routine
13198,1,2022-06-08,unsold_cooked,0.21,32.01,routine
13199,1,2022-06-08,spoilage,0.05,5.96,routine
13200,1,2022-06-08,returned_order,0.02,2.32,routine
13201,2,2022-06-08,prep_waste,0.23,28.9,routine
13202,2,2022-06-08,unsold_cooked,0.2,23.31,routine
13203,2,2022-06-08,spoilage,0.04,5.39,routine
13204,2,2022-06-08,returned_order,0.02,2.44,routine
13205,1,2022-06-09,prep_waste,0.2,25.31,routine
13206,1,2022-06-09,unsold_cooked,0.12,17.81,routine
13207,1,2022-06-09,spoilage,0.07,10.01,routine
13208,1,2022-06-09,returned_order,0.67,80.36,routine
13209,2,2022-06-09,prep_waste,0.42,46.28,routine
13210,2,2022-06-09,unsold_cooked,0.16,18.69,routine
13211,2,2022-06-09,spoilage,0.07,10.04,routine
13212,2,2022-06-09,returned_order,0.02,2.23,routine
13213,1,2022-06-10,prep_waste,0.37,45.82,routine
13214,1,2022-06-10,unsold_cooked,0.13,17.73,routine
13215,1,2022-06-10,spoilage,0.08,8.54,routine
13216,1,2022-06-10,returned_order,1.53,198.12,routine
13217,2,2022-06-10,prep_waste,0.21,31.39,routine
13218,2,2022-06-10,unsold_cooked,0.17,19.62,routine
13219,2,2022-06-10,spoilage,0.08,11.36,routine
13220,2,2022-06-10,returned_order,0.02,2.42,routine
13221,1,2022-06-11,prep_waste,0.26,39.01,routine
13222,1,2022-06-11,unsold_cooked,0.21,26.86,routine
13223,1,2022-06-11,spoilage,0.07,10.73,routine
13224,1,2022-06-11,returned_order,0.02,2.48,routine
13225,2,2022-06-11,prep_waste,0.25,26.61,routine
13226,2,2022-06-11,unsold_cooked,0.21,27.96,routine
13227,2,2022-06-11,spoilage,0.07,9.32,routine
13228,2,2022-06-11,returned_order,0.02,2.12,routine
13229,1,2022-06-12,prep_waste,0.38,55.55,routine
13230,1,2022-06-12,unsold_cooked,0.17,23.01,routine
13231,1,2022-06-12,spoilage,0.04,3.76,routine
13232,1,2022-06-12,returned_order,0.81,100.56,routine
13233,2,2022-06-12,prep_waste,0.34,37.15,routine
13234,2,2022-06-12,unsold_cooked,0.11,13.73,routine
13235,2,2022-06-12,spoilage,0.06,9.19,routine
13236,2,2022-06-12,returned_order,0.87,106.25,routine
13237,1,2022-06-13,prep_waste,0.27,30.26,routine
13238,1,2022-06-13,unsold_cooked,0.13,19.12,routine
13239,1,2022-06-13,spoilage,0.04,5.94,routine
13240,1,2022-06-13,returned_order,0.02,2.45,routine
13241,2,2022-06-13,prep_waste,0.43,46.99,routine
13242,2,2022-06-13,unsold_cooked,0.1,14.07,routine
13243,2,2022-06-13,spoilage,0.04,5.47,routine
13244,2,2022-06-13,returned_order,0.02,2.2,routine
13245,1,2022-06-14,prep_waste,0.34,40.64,routine
13246,1,2022-06-14,unsold_cooked,0.21,23.05,routine
13247,1,2022-06-14,spoilage,0.03,4.37,routine
13248,1,2022-06-14,returned_order,0.78,111.01,routine
13249,2,2022-06-14,prep_waste,0.35,39.43,routine
13250,2,2022-06-14,unsold_cooked,0.21,26.34,routine
13251,2,2022-06-14,spoilage,0.05,6.02,routine
13252,2,2022-06-14,returned_order,0.02,2.99,routine
13253,1,2022-06-15,prep_waste,0.36,51.89,routine
13254,1,2022-06-15,unsold_cooked,0.13,15.74,routine
13255,1,2022-06-15,spoilage,0.04,5.6,routine
13256,1,2022-06-15,returned_order,0.02,2.98,routine
13257,2,2022-06-15,prep_waste,0.25,30.73,routine
13258,2,2022-06-15,unsold_cooked,0.23,32.34,routine
13259,2,2022-06-15,spoilage,0.03,5.04,routine
13260,2,2022-06-15,returned_order,0.02,3.0,routine
13261,1,2022-06-16,prep_waste,0.28,39.73,routine
13262,1,2022-06-16,unsold_cooked,0.12,13.53,routine
13263,1,2022-06-16,spoilage,0.05,5.35,routine
13264,1,2022-06-16,returned_order,1.08,154.54,routine
13265,2,2022-06-16,prep_waste,0.43,48.87,routine
13266,2,2022-06-16,unsold_cooked,0.19,21.64,routine
13267,2,2022-06-16,spoilage,0.07,11.08,routine
13268,2,2022-06-16,returned_order,0.02,2.27,routine
13269,1,2022-06-17,prep_waste,0.33,38.11,routine
13270,1,2022-06-17,unsold_cooked,0.13,19.67,routine
13271,1,2022-06-17,spoilage,0.06,9.6,routine
13272,1,2022-06-17,returned_order,0.02,2.15,routine
13273,2,2022-06-17,prep_waste,0.33,45.21,routine
13274,2,2022-06-17,unsold_cooked,0.14,16.99,routine
13275,2,2022-06-17,spoilage,0.06,6.19,routine
13276,2,2022-06-17,returned_order,0.02,3.09,routine
13277,1,2022-06-18,prep_waste,0.33,50.95,routine
13278,1,2022-06-18,unsold_cooked,0.22,28.03,routine
13279,1,2022-06-18,spoilage,0.07,8.55,routine
13280,1,2022-06-18,returned_order,0.02,2.26,routine
13281,2,2022-06-18,prep_waste,0.3,33.22,routine
13282,2,2022-06-18,unsold_cooked,0.19,27.53,routine
13283,2,2022-06-18,spoilage,0.08,8.55,routine
13284,2,2022-06-18,returned_order,0.84,127.67,routine
13285,1,2022-06-19,prep_waste,0.28,32.05,routine
13286,1,2022-06-19,unsold_cooked,0.18,27.62,routine
13287,1,2022-06-19,spoilage,0.08,11.54,routine
13288,1,2022-06-19,returned_order,2.45,282.88,routine
13289,2,2022-06-19,prep_waste,0.2,21.38,routine
13290,2,2022-06-19,unsold_cooked,0.14,15.29,routine
13291,2,2022-06-19,spoilage,0.04,6.16,routine
13292,2,2022-06-19,returned_order,0.02,3.08,routine
13293,1,2022-06-20,prep_waste,0.42,59.77,routine
13294,1,2022-06-20,unsold_cooked,0.23,27.87,routine
13295,1,2022-06-20,spoilage,0.06,8.49,routine
13296,1,2022-06-20,returned_order,0.9,101.98,routine
13297,2,2022-06-20,prep_waste,0.33,40.0,routine
13298,2,2022-06-20,unsold_cooked,0.12,14.94,routine
13299,2,2022-06-20,spoilage,0.05,6.41,routine
13300,2,2022-06-20,returned_order,0.02,2.77,routine
13301,1,2022-06-21,prep_waste,0.35,48.67,routine
13302,1,2022-06-21,unsold_cooked,0.23,30.83,routine
13303,1,2022-06-21,spoilage,0.08,11.6,routine
13304,1,2022-06-21,returned_order,0.02,2.58,routine
13305,2,2022-06-21,prep_waste,0.4,55.62,routine
13306,2,2022-06-21,unsold_cooked,0.18,19.84,routine
13307,2,2022-06-21,spoilage,0.06,7.6,routine
13308,2,2022-06-21,returned_order,0.02,3.07,routine
13309,1,2022-06-22,prep_waste,0.24,30.62,routine
13310,1,2022-06-22,unsold_cooked,0.16,18.47,routine
13311,1,2022-06-22,spoilage,0.07,8.01,routine
13312,1,2022-06-22,returned_order,0.53,78.47,routine
13313,2,2022-06-22,prep_waste,0.37,54.36,routine
13314,2,2022-06-22,unsold_cooked,0.27,34.67,routine
13315,2,2022-06-22,spoilage,0.07,9.79,routine
13316,2,2022-06-22,returned_order,0.02,2.15,routine
13317,1,2022-06-23,prep_waste,0.2,21.82,routine
13318,1,2022-06-23,unsold_cooked,0.19,21.69,routine
13319,1,2022-06-23,spoilage,0.06,7.84,routine
13320,1,2022-06-23,returned_order,0.02,2.47,routine
13321,2,2022-06-23,prep_waste,0.28,34.89,routine
13322,2,2022-06-23,unsold_cooked,0.14,15.6,routine
13323,2,2022-06-23,spoilage,0.04,4.86,routine
13324,2,2022-06-23,returned_order,0.68,75.57,routine
13325,1,2022-06-24,prep_waste,0.37,53.65,routine
13326,1,2022-06-24,unsold_cooked,0.23,34.24,routine
13327,1,2022-06-24,spoilage,0.05,5.71,routine
13328,1,2022-06-24,returned_order,0.02,2.28,routine
13329,2,2022-06-24,prep_waste,0.24,27.72,routine
13330,2,2022-06-24,unsold_cooked,0.15,16.59,routine
13331,2,2022-06-24,spoilage,0.05,5.72,routine
13332,2,2022-06-24,returned_order,0.02,2.36,routine
13333,1,2022-06-25,prep_waste,0.35,52.84,routine
13334,1,2022-06-25,unsold_cooked,0.11,14.3,routine
13335,1,2022-06-25,spoilage,0.06,8.16,routine
13336,1,2022-06-25,returned_order,1.29,148.66,routine
13337,2,2022-06-25,prep_waste,0.21,31.07,routine
13338,2,2022-06-25,unsold_cooked,0.18,26.09,routine
13339,2,2022-06-25,spoilage,0.05,5.81,routine
13340,2,2022-06-25,returned_order,0.02,2.11,routine
13341,1,2022-06-26,prep_waste,0.21,28.48,routine
13342,1,2022-06-26,unsold_cooked,0.16,20.13,routine
13343,1,2022-06-26,spoilage,0.07,7.81,routine
13344,1,2022-06-26,returned_order,0.86,102.7,routine
13345,2,2022-06-26,prep_waste,0.21,28.0,routine
13346,2,2022-06-26,unsold_cooked,0.17,26.15,routine
13347,2,2022-06-26,spoilage,0.05,5.79,routine
13348,2,2022-06-26,returned_order,0.02,3.09,routine
13349,1,2022-06-27,prep_waste,0.22,25.43,routine
13350,1,2022-06-27,unsold_cooked,0.2,26.46,routine
13351,1,2022-06-27,spoilage,0.04,4.41,routine
13352,1,2022-06-27,returned_order,0.02,2.12,routine
13353,2,2022-06-27,prep_waste,0.27,33.84,routine
13354,2,2022-06-27,unsold_cooked,0.14,20.96,routine
13355,2,2022-06-27,spoilage,0.07,9.23,routine
13356,2,2022-06-27,returned_order,0.02,2.97,routine
13357,1,2022-06-28,prep_waste,0.26,39.15,routine
13358,1,2022-06-28,unsold_cooked,0.17,20.05,routine
13359,1,2022-06-28,spoilage,0.06,8.69,routine
13360,1,2022-06-28,returned_order,0.02,2.53,routine
13361,2,2022-06-28,prep_waste,0.36,54.46,routine
13362,2,2022-06-28,unsold_cooked,0.16,23.11,routine
13363,2,2022-06-28,spoilage,0.07,7.98,routine
13364,2,2022-06-28,returned_order,0.02,2.7,routine
13365,1,2022-06-29,prep_waste,0.22,23.95,routine
13366,1,2022-06-29,unsold_cooked,0.15,18.4,routine
13367,1,2022-06-29,spoilage,0.04,3.91,routine
13368,1,2022-06-29,returned_order,0.02,2.32,routine
13369,2,2022-06-29,prep_waste,0.27,29.37,routine
13370,2,2022-06-29,unsold_cooked,0.1,15.09,routine
13371,2,2022-06-29,spoilage,0.06,7.21,routine
13372,2,2022-06-29,returned_order,0.02,2.6,routine
13373,1,2022-06-30,prep_waste,0.22,32.93,routine
13374,1,2022-06-30,unsold_cooked,0.17,25.9,routine
13375,1,2022-06-30,spoilage,0.05,7.83,routine
13376,1,2022-06-30,returned_order,0.02,2.49,routine
13377,2,2022-06-30,prep_waste,0.4,50.91,routine
13378,2,2022-06-30,unsold_cooked,0.17,23.97,routine
13379,2,2022-06-30,spoilage,0.07,9.84,routine
13380,2,2022-06-30,returned_order,0.68,96.39,routine
13381,1,2022-07-01,prep_waste,0.34,45.43,routine
13382,1,2022-07-01,unsold_cooked,0.17,21.39,routine
13383,1,2022-07-01,spoilage,0.05,6.54,routine
13384,1,2022-07-01,returned_order,0.02,2.61,routine
13385,2,2022-07-01,prep_waste,0.43,57.03,routine
13386,2,2022-07-01,unsold_cooked,0.24,35.48,routine
13387,2,2022-07-01,spoilage,0.08,9.6,routine
13388,2,2022-07-01,returned_order,0.02,2.24,routine
13389,1,2022-07-02,prep_waste,0.22,33.38,routine
13390,1,2022-07-02,unsold_cooked,0.15,18.46,routine
13391,1,2022-07-02,spoilage,0.08,10.21,routine
13392,1,2022-07-02,returned_order,0.02,2.74,routine
13393,2,2022-07-02,prep_waste,0.39,49.16,routine
13394,2,2022-07-02,unsold_cooked,0.24,26.6,routine
13395,2,2022-07-02,spoilage,0.07,9.08,routine
13396,2,2022-07-02,returned_order,0.77,82.18,routine
13397,1,2022-07-03,prep_waste,0.42,62.44,routine
13398,1,2022-07-03,unsold_cooked,0.16,20.42,routine
13399,1,2022-07-03,spoilage,0.07,10.84,routine
13400,1,2022-07-03,returned_order,1.21,175.69,routine
13401,2,2022-07-03,prep_waste,0.24,27.2,routine
13402,2,2022-07-03,unsold_cooked,0.22,26.26,routine
13403,2,2022-07-03,spoilage,0.06,6.47,routine
13404,2,2022-07-03,returned_order,0.02,2.57,routine
13405,1,2022-07-04,prep_waste,0.38,54.31,routine
13406,1,2022-07-04,unsold_cooked,0.12,14.97,routine
13407,1,2022-07-04,spoilage,0.08,10.45,routine
13408,1,2022-07-04,returned_order,1.32,155.49,routine
13409,2,2022-07-04,prep_waste,0.44,47.61,routine
13410,2,2022-07-04,unsold_cooked,0.21,26.08,routine
13411,2,2022-07-04,spoilage,0.05,6.79,routine
13412,2,2022-07-04,returned_order,0.02,2.16,routine
13413,1,2022-07-05,prep_waste,0.34,41.43,routine
13414,1,2022-07-05,unsold_cooked,0.2,26.02,routine
13415,1,2022-07-05,spoilage,0.06,9.01,routine
13416,1,2022-07-05,returned_order,0.88,124.88,routine
13417,2,2022-07-05,prep_waste,0.2,21.33,routine
13418,2,2022-07-05,unsold_cooked,0.17,24.22,routine
13419,2,2022-07-05,spoilage,0.07,9.34,routine
13420,2,2022-07-05,returned_order,0.02,2.68,routine
13421,1,2022-07-06,prep_waste,0.28,31.64,routine
13422,1,2022-07-06,unsold_cooked,0.23,29.39,routine
13423,1,2022-07-06,spoilage,0.08,10.76,routine
13424,1,2022-07-06,returned_order,0.02,3.01,routine
13425,2,2022-07-06,prep_waste,0.27,30.03,routine
13426,2,2022-07-06,unsold_cooked,0.19,24.96,routine
13427,2,2022-07-06,spoilage,0.05,6.82,routine
13428,2,2022-07-06,returned_order,0.02,2.64,routine
13429,1,2022-07-07,prep_waste,0.22,24.51,routine
13430,1,2022-07-07,unsold_cooked,0.19,24.15,routine
13431,1,2022-07-07,spoilage,0.07,10.41,routine
13432,1,2022-07-07,returned_order,0.02,2.97,routine
13433,2,2022-07-07,prep_waste,0.42,49.0,routine
13434,2,2022-07-07,unsold_cooked,0.15,21.4,routine
13435,2,2022-07-07,spoilage,0.08,9.24,routine
13436,2,2022-07-07,returned_order,0.02,2.87,routine
13437,1,2022-07-08,prep_waste,0.23,34.62,routine
13438,1,2022-07-08,unsold_cooked,0.23,26.03,routine
13439,1,2022-07-08,spoilage,0.08,11.05,routine
13440,1,2022-07-08,returned_order,0.02,2.9,routine
13441,2,2022-07-08,prep_waste,0.27,31.43,routine
13442,2,2022-07-08,unsold_cooked,0.15,19.89,routine
13443,2,2022-07-08,spoilage,0.05,5.51,routine
13444,2,2022-07-08,returned_order,0.71,103.11,routine
13445,1,2022-07-09,prep_waste,0.37,49.83,routine
13446,1,2022-07-09,unsold_cooked,0.16,23.32,routine
13447,1,2022-07-09,spoilage,0.07,7.39,routine
13448,1,2022-07-09,returned_order,0.02,2.42,routine
13449,2,2022-07-09,prep_waste,0.3,32.93,routine
13450,2,2022-07-09,unsold_cooked,0.16,21.05,routine
13451,2,2022-07-09,spoilage,0.06,7.35,routine
13452,2,2022-07-09,returned_order,0.02,2.18,routine
13453,1,2022-07-10,prep_waste,0.42,50.19,routine
13454,1,2022-07-10,unsold_cooked,0.12,17.87,routine
13455,1,2022-07-10,spoilage,0.03,3.52,routine
13456,1,2022-07-10,returned_order,0.89,100.12,routine
13457,2,2022-07-10,prep_waste,0.32,40.34,routine
13458,2,2022-07-10,unsold_cooked,0.22,26.43,routine
13459,2,2022-07-10,spoilage,0.06,9.05,routine
13460,2,2022-07-10,returned_order,0.66,93.65,routine
13461,1,2022-07-11,prep_waste,0.31,32.17,routine
13462,1,2022-07-11,unsold_cooked,0.12,14.88,routine
13463,1,2022-07-11,spoilage,0.06,9.14,routine
13464,1,2022-07-11,returned_order,0.02,2.44,routine
13465,2,2022-07-11,prep_waste,0.2,26.34,routine
13466,2,2022-07-11,unsold_cooked,0.2,21.68,routine
13467,2,2022-07-11,spoilage,0.05,5.82,routine
13468,2,2022-07-11,returned_order,0.02,3.09,routine
13469,1,2022-07-12,prep_waste,0.38,41.34,routine
13470,1,2022-07-12,unsold_cooked,0.12,12.9,routine
13471,1,2022-07-12,spoilage,0.07,10.42,routine
13472,1,2022-07-12,returned_order,0.89,127.86,routine
13473,2,2022-07-12,prep_waste,0.38,47.32,routine
13474,2,2022-07-12,unsold_cooked,0.17,18.42,routine
13475,2,2022-07-12,spoilage,0.07,9.03,routine
13476,2,2022-07-12,returned_order,0.02,2.97,routine
13477,1,2022-07-13,prep_waste,0.42,62.72,routine
13478,1,2022-07-13,unsold_cooked,0.25,37.94,routine
13479,1,2022-07-13,spoilage,0.06,7.83,routine
13480,1,2022-07-13,returned_order,0.02,2.2,routine
13481,2,2022-07-13,prep_waste,0.37,46.75,routine
13482,2,2022-07-13,unsold_cooked,0.16,22.9,routine
13483,2,2022-07-13,spoilage,0.05,5.84,routine
13484,2,2022-07-13,returned_order,0.02,2.18,routine
13485,1,2022-07-14,prep_waste,0.21,30.56,routine
13486,1,2022-07-14,unsold_cooked,0.14,21.12,routine
13487,1,2022-07-14,spoilage,0.05,6.89,routine
13488,1,2022-07-14,returned_order,0.02,2.89,routine
13489,2,2022-07-14,prep_waste,0.34,45.58,routine
13490,2,2022-07-14,unsold_cooked,0.21,30.9,routine
13491,2,2022-07-14,spoilage,0.04,5.81,routine
13492,2,2022-07-14,returned_order,0.02,2.48,routine
13493,1,2022-07-15,prep_waste,0.23,31.67,routine
13494,1,2022-07-15,unsold_cooked,0.19,24.59,routine
13495,1,2022-07-15,spoilage,0.06,7.3,routine
13496,1,2022-07-15,returned_order,0.02,2.95,routine
13497,2,2022-07-15,prep_waste,0.42,48.61,routine
13498,2,2022-07-15,unsold_cooked,0.22,33.2,routine
13499,2,2022-07-15,spoilage,0.05,6.14,routine
13500,2,2022-07-15,returned_order,0.02,2.68,routine
13501,1,2022-07-16,prep_waste,0.22,26.33,routine
13502,1,2022-07-16,unsold_cooked,0.17,19.71,routine
13503,1,2022-07-16,spoilage,0.07,11.23,routine
13504,1,2022-07-16,returned_order,0.02,2.46,routine
13505,2,2022-07-16,prep_waste,0.41,55.46,routine
13506,2,2022-07-16,unsold_cooked,0.16,21.94,routine
13507,2,2022-07-16,spoilage,0.04,6.32,routine
13508,2,2022-07-16,returned_order,0.02,2.21,routine
13509,1,2022-07-17,prep_waste,0.42,54.58,routine
13510,1,2022-07-17,unsold_cooked,0.1,12.64,routine
13511,1,2022-07-17,spoilage,0.04,4.88,routine
13512,1,2022-07-17,returned_order,0.7,78.18,routine
13513,2,2022-07-17,prep_waste,0.24,30.19,routine
13514,2,2022-07-17,unsold_cooked,0.21,29.55,routine
13515,2,2022-07-17,spoilage,0.05,5.03,routine
13516,2,2022-07-17,returned_order,0.02,2.28,routine
13517,1,2022-07-18,prep_waste,0.31,41.28,routine
13518,1,2022-07-18,unsold_cooked,0.15,20.02,routine
13519,1,2022-07-18,spoilage,0.06,7.97,routine
13520,1,2022-07-18,returned_order,0.74,101.03,routine
13521,2,2022-07-18,prep_waste,0.36,41.66,routine
13522,2,2022-07-18,unsold_cooked,0.12,18.01,routine
13523,2,2022-07-18,spoilage,0.04,4.85,routine
13524,2,2022-07-18,returned_order,0.02,3.07,routine
13525,1,2022-07-19,prep_waste,0.25,31.88,routine
13526,1,2022-07-19,unsold_cooked,0.19,22.97,routine
13527,1,2022-07-19,spoilage,0.04,5.15,routine
13528,1,2022-07-19,returned_order,0.02,2.8,routine
13529,2,2022-07-19,prep_waste,0.4,60.05,routine
13530,2,2022-07-19,unsold_cooked,0.19,21.32,routine
13531,2,2022-07-19,spoilage,0.07,10.82,routine
13532,2,2022-07-19,returned_order,0.02,2.5,routine
13533,1,2022-07-20,prep_waste,0.22,27.09,routine
13534,1,2022-07-20,unsold_cooked,0.22,23.68,routine
13535,1,2022-07-20,spoilage,0.04,4.68,routine
13536,1,2022-07-20,returned_order,0.02,2.77,routine
13537,2,2022-07-20,prep_waste,0.43,54.94,routine
13538,2,2022-07-20,unsold_cooked,0.12,13.09,routine
13539,2,2022-07-20,spoilage,0.06,6.67,routine
13540,2,2022-07-20,returned_order,0.02,2.13,routine
13541,1,2022-07-21,prep_waste,0.27,37.43,routine
13542,1,2022-07-21,unsold_cooked,0.15,17.41,routine
13543,1,2022-07-21,spoilage,0.07,10.62,routine
13544,1,2022-07-21,returned_order,0.83,102.7,routine
13545,2,2022-07-21,prep_waste,0.19,24.38,routine
13546,2,2022-07-21,unsold_cooked,0.21,30.97,routine
13547,2,2022-07-21,spoilage,0.08,9.06,routine
13548,2,2022-07-21,returned_order,0.77,85.67,routine
13549,1,2022-07-22,prep_waste,0.41,49.58,routine
13550,1,2022-07-22,unsold_cooked,0.15,22.2,routine
13551,1,2022-07-22,spoilage,0.06,9.92,routine
13552,1,2022-07-22,returned_order,0.02,2.57,routine
13553,2,2022-07-22,prep_waste,0.37,38.87,routine
13554,2,2022-07-22,unsold_cooked,0.12,16.55,routine
13555,2,2022-07-22,spoilage,0.05,7.85,routine
13556,2,2022-07-22,returned_order,0.63,68.34,routine
13557,1,2022-07-23,prep_waste,0.29,37.85,routine
13558,1,2022-07-23,unsold_cooked,0.19,25.73,routine
13559,1,2022-07-23,spoilage,0.06,6.89,routine
13560,1,2022-07-23,returned_order,0.02,2.44,routine
13561,2,2022-07-23,prep_waste,0.44,54.0,routine
13562,2,2022-07-23,unsold_cooked,0.22,27.8,routine
13563,2,2022-07-23,spoilage,0.07,8.66,routine
13564,2,2022-07-23,returned_order,0.02,2.15,routine
